Consensus Name,KAP4 Locus,KAP4 Description,A,C,D,E,F,H,I,M,CON21 Gene #,A,B,C,D,E,F,G,H,I,Fly Gene #,Fly Gene,Fly Description,TF family
Dpul_Gene_10328,LOC124208162,F-box only protein 8-like,290,1058,4899,2795,2793,888,836,589,g2402,619,704,697,815,1385,918,439,564,354,FBgn0086779,step,steppke,
Dpul_Gene_10329,LOC124208163,smoothened homolog,2586,8935,11076,1862,1208,1391,1466,1231,g24270,1821,2605,1933,663,290,161,1682,1190,658,FBgn0003444,smo,smoothened,
Dpul_Gene_10330,LOC124208164,programmed cell death protein 2-like,193,680,1160,310,364,133,154,183,g24272,234,303,286,109,58,41,75,111,82,FBgn0038055,trus,toys are us,
Dpul_Gene_10331,LOC124208165,syndecan-like isoform X1,1247,10044,21905,9882,13652,4020,4601,2192,g24267,382,1506,1428,1097,806,853,3734,3316,1792,FBgn0010415,Sdc,Syndecan,
Dpul_Gene_10332,LOC124208166,phospholipid scramblase 2-like,322,1400,3724,2265,3497,1300,1162,696,g24274,514,847,862,881,1344,1251,1982,1382,939,,,,
Dpul_Gene_10333,LOC124208167,U5 small nuclear ribonucleoprotein 40 kDa protein-like,2021,4355,5673,1274,1445,527,773,1058,g24268,2885,2493,2156,859,459,248,356,537,373,FBgn0031229,CG3436,0,
Dpul_Gene_10334,LOC124208168,phospholipid scramblase 1-like isoform X2,1,13,1811,1929,1747,398,164,196,g24273,2,1,3,212,176,525,136,132,193,FBgn0052056,scramb1,scramblase 1,
Dpul_Gene_10335,LOC124208169,gem-associated protein 8-like,57,196,543,125,164,52,37,78,g2403,259,209,211,88,58,38,31,24,24,,,,
Dpul_Gene_10336,LOC124208170,ras-related protein Rap-2c-like,614,1485,3325,1400,2242,797,793,796,g24275,643,564,296,204,201,223,876,601,460,FBgn0283666,Rap2l,Ras-associated protein 2-like,
Dpul_Gene_10337,LOC124208171,intraflagellar transport protein 80 homolog,13,61,436,177,266,106,84,25,g24261,4,18,33,106,72,40,146,113,71,FBgn0032891,Oseg5,Outer segment 5,
Dpul_Gene_10338,LOC124208172,F-box-like/WD repeat-containing protein TBL1XR1 isoform X2,1837,7921,9746,2774,3329,1420,1454,922,g24262,1789,4627,3897,1566,1053,713,1228,1086,614,FBgn0263933,ebi,ebi,
Dpul_Gene_10339,LOC124208173,pyrimidodiazepine synthase-like,810,1099,1385,474,621,1194,648,479,g24264,1137,623,542,197,214,440,898,519,523,FBgn0035906,GstO2,Glutathione S transferase O2,
Dpul_Gene_10340,LOC124208174,60S ribosomal protein L10a-like isoform X1,5578,34204,44260,14545,15494,7035,7846,8153,g24263,15415,49398,46811,23198,15195,10084,7248,10951,7042,FBgn0036213,RpL10Ab,Ribosomal protein L10Ab,
Dpul_Gene_10341,LOC124208179,protein app1-like,131,7878,25454,11752,32855,4175,7034,2192,g24259,9,540,872,763,244,972,483,7401,8406,FBgn0029697,CG15570,0,
Dpul_Gene_10342,LOC124208180,serine/threonine-protein kinase/endoribonuclease IRE2-like,106,189,325,213,343,50,78,48,g24257,22,9,4,3,4,125,49,21,39,FBgn0261984,Ire1,Inositol-requiring enzyme-1,
Dpul_Gene_10343,LOC124208181,uncharacterized protein LOC124208181,7,0,982,1105,1841,366,525,249,g24256,103,46,30,781,1615,2285,1961,1507,772,FBgn0266364,CG45012,0,
Dpul_Gene_10344,LOC124208183,protein dachsous-like,2887,28291,44055,12591,12276,5975,7649,2806,g2404,223,1481,1635,1342,891,371,24082,14544,7101,FBgn0284247,ds,dachsous,
Dpul_Gene_10345,LOC124208187,homeobox protein unc-42-like isoform X2,15,21,263,196,297,76,62,23,g985,4,11,16,33,55,48,153,79,39,FBgn0052532,CG32532,0,Homeobox
Dpul_Gene_10346,LOC124208188,uncharacterized protein LOC124208188 isoform X2,27,47,3047,3809,8603,2518,2462,1884,g24252,12,50,105,702,1281,1544,11063,7539,7105,FBgn0023216,Parg,Poly(ADP-ribose) glycohydrolase,
Dpul_Gene_10347,LOC124208189,hippocalcin-like protein 1,1,0,22,163,685,240,147,35,g24253,1,2,1,3,29,73,98,57,45,FBgn0039380,CG5890,0,
Dpul_Gene_10348,LOC124208191,uncharacterized protein LOC124208191,63,5061,15820,9620,5518,2521,3435,1165,g24251,6,718,1033,920,523,886,475,3768,2831,FBgn0002577,m,miniature,
Dpul_Gene_10349,LOC124208192,lysine-specific histone demethylase 1A-like isoform X2,2330,7509,11325,2752,2759,1159,1303,1062,g2454,2849,4100,3476,1257,850,469,716,904,586,FBgn0260397,Su(var)3-3,Suppressor of variegation 3-3,
Dpul_Gene_10350,LOC124208195,protein jagunal-like,559,1972,4070,1668,1818,619,695,754,g24246,1553,1407,1369,998,1071,790,503,787,414,FBgn0037374,jagn,jagunal,
Dpul_Gene_10351,LOC124208196,putative carboxypeptidase suro-1,1805,5697,6379,2865,4920,3066,2652,1925,g24245,1758,2660,2169,808,661,889,4248,3352,2269,FBgn0039110,RanBP3,Ran binding protein 3,
Dpul_Gene_10352,LOC124208198,cyclin-dependent kinase 4-like,883,4407,3057,574,738,465,462,616,g24241,358,449,410,77,50,39,1641,1618,1080,FBgn0016131,Cdk4,Cyclin-dependent kinase 4,
Dpul_Gene_10353,LOC124208199,uncharacterized protein LOC124208199 isoform X2,1096,3962,10136,5036,9464,2143,2233,1892,g25152,872,1136,1086,1022,1075,1108,5155,3742,3328,FBgn0000479,dnc,dunce,
Dpul_Gene_10354,LOC124208201,serine/threonine-protein phosphatase 4 regulatory subunit 3A-like,5892,15953,25778,7184,8687,4211,4117,3185,g24771,4197,3908,2673,1088,744,658,3119,2547,1511,FBgn0024555,flfl,falafel,
Dpul_Gene_10355,LOC124208202,proteasome subunit beta type-2-like,1482,3485,6232,1729,1560,451,652,576,g24773,4414,5211,4811,2390,1610,813,336,618,303,FBgn0032596,Prosbeta4,Proteasome beta4 subunit,
Dpul_Gene_10356,LOC124208203,cytochrome c oxidase assembly protein COX20%2C mitochondrial-like,53,191,749,366,306,71,127,110,g24772,294,127,165,240,200,169,19,83,46,FBgn0002354,l(3)87Df,lethal (3) 87Df,
Dpul_Gene_10357,LOC124208204,feline leukemia virus subgroup C receptor-related protein 2-like,0,10,254,1489,5783,407,1664,289,g24890,2,1,2,86,565,1808,759,2946,977,FBgn0033196,CG1358,0,
Dpul_Gene_10358,LOC124208205,feline leukemia virus subgroup C receptor-related protein 2-like,2,0,8,8,382,132,111,401,g24891,1,0,0,0,7,43,33,73,115,FBgn0033196,CG1358,0,
Dpul_Gene_10359,LOC124208206,feline leukemia virus subgroup C receptor-related protein 2-like,3,3,24,27,69,86,65,445,g24889,1,5,2,6,8,12,120,72,135,,,,
Dpul_Gene_10360,LOC124208207,uncharacterized protein LOC124208207 isoform X1,1856,3725,11298,4281,6011,2039,2244,1971,g2462,1853,992,1066,887,937,749,1900,1671,1058,FBgn0265003,koi,klaroid,
Dpul_Gene_10361,LOC124208208,cilia- and flagella-associated protein 36-like,2,4,205,121,229,76,84,9,g24892,2,12,21,79,103,71,139,86,38,FBgn0038170,CG14367,0,
Dpul_Gene_10362,LOC124208209,2-oxoisovalerate dehydrogenase subunit beta%2C mitochondrial-like,296,940,3038,2070,3963,1239,933,694,g24888,1126,833,907,928,970,1545,1664,1427,1105,FBgn0039993,CG17691,0,
Dpul_Gene_10363,LOC124208210,V-type proton ATPase 116 kDa subunit a1-like isoform X2,1584,6255,19528,16140,35448,5929,7148,4823,g24809,3060,3722,3463,3845,5907,8848,8269,7648,5005,FBgn0028671,Vha100-1,Vacuolar H[+] ATPase 100kD subunit 1,
Dpul_Gene_10364,LOC124208211,E3 ubiquitin-protein ligase TRIP12-like isoform X2,3075,13245,21760,8654,9045,4491,5230,4157,g24180,16466,41473,39551,24656,18504,10701,17023,19429,13609,FBgn0260794,ctrip,circadian trip,
Dpul_Gene_10365,LOC124208212,proline-%2C glutamic acid- and leucine-rich protein 1-like,1751,3865,4156,749,799,517,1545,1190,g24182,1520,1507,1108,346,127,107,814,1224,481,FBgn0053217,CG33217,0,
Dpul_Gene_10366,LOC124208213,putative tyramine receptor 2,0,3,115,320,551,517,633,300,g24183,1,1,1,15,86,101,4783,2759,1302,FBgn0004168,5-HT1A,5-hydroxytryptamine (serotonin) receptor 1A,
Dpul_Gene_10367,LOC124208214,endoglucanase 12-like isoform X1,2,0,5,15,77,242,335,220,g24186,0,1,1,1,55,206,304,616,246,,,,
Dpul_Gene_10368,LOC124208215,uncharacterized protein LOC124208215 isoform X1,51,137,322,127,289,131,45,389,g24189,115,63,56,20,12,33,23,55,185,FBgn0035722,CG10075,0,
Dpul_Gene_10369,LOC124208216,heparan-sulfate 6-O-sulfotransferase 1-B-like,427,2026,4202,2107,2847,1045,893,677,g24181,1233,751,625,478,532,519,1212,933,677,FBgn0038755,Hs6st,Heparan sulfate 6-O-sulfotransferase,
Dpul_Gene_10370,LOC124208217,protein Mo25-like,1021,2793,5917,2663,3385,1203,1369,1049,g24184,1092,1042,928,545,535,480,1471,1108,621,FBgn0017572,Mo25,Mo25,
Dpul_Gene_10371,LOC124208218,pre-mRNA-processing factor 6-like,1690,6315,8963,2166,2430,1155,1473,1069,g24188,1420,2136,1753,699,377,205,633,920,573,FBgn0036828,CG6841,0,
Dpul_Gene_10372,LOC124208221,ESF1 homolog,1917,3996,5515,889,964,819,1632,1393,g24177,1626,1466,1022,314,134,92,448,783,415,FBgn0024364,CG11417,0,
Dpul_Gene_10373,LOC124208222,dynein axonemal assembly factor 10-like,175,545,1232,296,251,105,150,181,g24175,262,528,481,282,198,116,100,142,101,FBgn0036771,Wdr92,WD repeat domain 92,
Dpul_Gene_10374,LOC124208223,aldo-keto reductase family 1 member B1-like,1,0,83,1118,1333,77,24,76,g24179,2,3,3,78,193,533,109,177,266,FBgn0037537,CG2767,0,
Dpul_Gene_10375,LOC124208224,N-alpha-acetyltransferase 30-like isoform X1,475,1555,5123,2287,3064,696,833,679,g24176,724,518,514,346,344,352,532,591,336,FBgn0024362,Naa30A,N(alpha)-acetyltransferase 30 A,
Dpul_Gene_10376,LOC124208225,EF-hand calcium-binding domain-containing protein 1-like,0,0,89,78,112,25,27,6,g24178,12,3,3,25,57,41,55,45,32,FBgn0029995,CG2256,0,
Dpul_Gene_10377,LOC124208227,uncharacterized protein LOC124208227 isoform X1,323,586,1883,684,686,315,280,398,g24174,836,385,323,223,308,207,208,291,460,FBgn0259224,CG42324,0,
Dpul_Gene_10378,LOC124208233,potassium voltage-gated channel protein Shaw-like isoform X1,146,45,361,880,2410,761,777,236,g24167,39,29,14,76,205,250,2574,1683,965,FBgn0003386,Shaw,Shaker cognate w,
Dpul_Gene_10379,LOC124208234,inositol polyphosphate 5-phosphatase E-like,67,27,792,689,2667,597,478,385,g24169,19,8,12,73,91,227,641,437,391,FBgn0036273,INPP5E,Inositol polyphosphate 5-phosphatase E,
Dpul_Gene_10380,LOC124208235,DDB1- and CUL4-associated factor 13-like,1807,3039,4189,931,1040,756,1214,1158,g24168,2548,1754,1328,484,194,178,706,739,388,FBgn0036500,CG7275,0,
Dpul_Gene_10381,LOC124208237,uncharacterized protein LOC124208237 isoform X1,0,0,206,43,2148,106,120,123,g24166,0,0,0,44,12,70,6,24,177,FBgn0053196,dpy,dumpy,
Dpul_Gene_10382,LOC124208238,protein timeless-like,0,2,2,6,165,105,92,307,g24165,1,1,3,6,6,10,286,40,56,FBgn0014396,tim,timeless,
Dpul_Gene_10383,LOC124208239,tRNA selenocysteine 1-associated protein 1-like,1788,4682,6948,1662,1523,703,955,1004,g24163,3360,3376,3004,1354,891,470,548,683,447,FBgn0031607,Secp43,tRNA Selenocysteine associated protein,
Dpul_Gene_10384,LOC124208241,chromatin target of PRMT1 protein-like,1033,2957,5397,1593,1610,561,687,640,g24164,1590,1719,1610,744,440,300,439,540,332,FBgn0037261,CG9775,0,
Dpul_Gene_10385,LOC124208248,probable cysteine--tRNA ligase%2C mitochondrial,283,1233,5013,1919,2448,979,819,579,g2451,344,467,480,344,330,264,369,405,288,FBgn0033900,CysRS-m,"Cysteinyl-tRNA synthetase, mitochondrial",
Dpul_Gene_10386,LOC124208250,protein O-mannosyltransferase 1-like isoform X1,1704,11633,14894,11425,1584,7589,9704,3901,g24158,1182,5491,5640,3236,8481,753,12148,8995,2826,FBgn0003292,rt,rotated abdomen,
Dpul_Gene_10387,LOC124208251,regulator of G-protein signaling 8-like,0,0,19,30,146,72,47,2,g24156,0,0,0,1,6,13,36,19,12,FBgn0028743,Dhit,Double hit,
Dpul_Gene_10388,LOC124208252,regulator of G-protein signaling 8-like,0,1,80,84,809,148,137,39,g24155,1,0,1,21,56,173,142,215,146,,,,
Dpul_Gene_10389,LOC124208253,regulator of G-protein signaling 2-like,8,0,8,23,102,59,53,6,g24157,2,0,1,1,4,18,34,34,23,,,,
Dpul_Gene_10390,LOC124208255,regulator of G-protein signaling 8-like,1,0,33,17,153,60,73,59,g24153,4,2,3,7,10,24,51,58,42,FBgn0028743,Dhit,Double hit,
Dpul_Gene_10391,LOC124208256,RUN domain-containing protein 1-like,562,798,2302,1199,2021,860,775,893,g24150,538,204,196,191,264,264,499,422,343,FBgn0040348,CG3703,0,
Dpul_Gene_10392,LOC124208257,secreted frizzled-related protein 3-like,17,165,331,216,544,257,259,87,g24151,3,13,11,9,35,80,151,125,66,FBgn0027342,fz4,frizzled 4,
Dpul_Gene_10393,LOC124208258,DNA polymerase delta subunit 2-like,619,2749,2245,272,338,192,217,275,g2456,1221,1675,1565,333,77,54,84,153,84,FBgn0027903,Pol31,Pol31 polymerase delta subunit,
Dpul_Gene_10394,LOC124208259,V-type proton ATPase 21 kDa proteolipid subunit-like,413,1226,4320,3626,7395,1148,1336,933,g24152,1276,1276,1135,1192,1963,3535,1355,1169,610,FBgn0028662,VhaPPA1-1,Vacuolar H[+] ATPase PPA1 subunit 1,
Dpul_Gene_10395,LOC124208260,protein spinster homolog 3-like,4,6,25,45,113,23,13,9,g24147,41,4,3,9,8,86,147,10,44,FBgn0086676,spin,spinster,
Dpul_Gene_10396,LOC124208261,protein spinster-like,1153,3698,8390,2751,4535,1004,911,1500,g24149,1559,1927,1683,1044,792,532,767,855,829,FBgn0086676,spin,spinster,
Dpul_Gene_10397,LOC124208262,protein spinster-like,38,98,384,256,459,97,118,155,g24148,42,80,46,82,93,84,134,86,135,,,,
Dpul_Gene_10398,LOC124208263,protein spinster homolog 1-like,22,5,54,256,296,27,5,40,g24146,39,10,6,1,7,118,75,5,22,FBgn0086676,spin,spinster,
Dpul_Gene_10399,LOC124208264,SRSF protein kinase 1-like isoform X1,69,189,270,102,237,85,21,209,g24145,86,76,42,17,5,22,18,30,86,FBgn0286813,SRPK,SR Protein Kinase,
Dpul_Gene_10400,LOC124208265,uncharacterized protein LOC124208265,2222,143,184,93,218,79,51,1582,g24144,2565,54,31,19,22,37,17,31,173,FBgn0027588,GCS2alpha,Glucosidase 2 alpha subunit,
Dpul_Gene_10401,LOC124208267,differentially expressed in FDCP 8 homolog,94,494,1962,690,970,297,204,177,g2457,261,343,316,247,225,175,218,174,114,FBgn0046296,DEF8,differentially expressed in FDCP 8 homolog,
Dpul_Gene_10402,LOC124208271,uncharacterized protein LOC124208271,0,3,179,379,949,268,262,21,g24142,609,28,21,43,60,84,998,654,467,FBgn0052432,CG32432,0,
Dpul_Gene_10403,LOC124208273,fringe glycosyltransferase-like,1509,3587,8670,2740,2628,945,1040,847,g2463,1810,1577,1388,1056,962,390,983,737,547,FBgn0011591,fng,fringe,
Dpul_Gene_10404,LOC124208275,uncharacterized protein LOC124208275,3286,2018,3467,995,1857,553,858,7311,g24125,982,54,33,31,16,22,97,305,2033,FBgn0005390,fs(1)M3,female sterile (1) M3,
Dpul_Gene_10405,LOC124208276,low-density lipoprotein receptor-related protein 2-like,23531,681,1146,1868,13917,3141,2315,43439,g24132,7760,147,52,18,22,992,1165,1229,12925,FBgn0004649,yl,yolkless,
Dpul_Gene_10406,LOC124208277,probable methyltransferase TARBP1,1117,2777,4106,868,737,485,1294,887,g24136,983,938,686,256,177,130,553,861,388,FBgn0038953,CG18596,0,
Dpul_Gene_10407,LOC124208278,transducin beta-like protein 3,2419,4988,6296,1089,1368,1034,2193,1733,g24138,1872,1826,1342,411,182,137,862,1253,497,FBgn0033454,CG1671,0,
Dpul_Gene_10408,LOC124208279,uncharacterized protein LOC124208279 isoform X2,90,532,2136,2179,2616,549,502,506,g24681,585,245,228,223,411,442,700,562,527,FBgn0032670,CG5783,0,
Dpul_Gene_10409,LOC124208280,uncharacterized protein LOC124208280,576,1478,3275,1047,738,218,657,327,g24126,830,843,669,309,202,189,153,407,170,FBgn0038961,CG13850,0,
Dpul_Gene_10410,LOC124208281,CCA tRNA nucleotidyltransferase 1%2C mitochondrial-like,299,877,1673,661,849,293,307,291,g24133,598,539,502,286,207,189,234,285,184,FBgn0037369,CG2100,0,
Dpul_Gene_10411,LOC124208282,uncharacterized protein LOC124208282 isoform X1,289,930,1982,593,754,515,257,277,g24137,483,561,472,194,145,150,345,209,209,FBgn0035157,CG13894,0,THAP
Dpul_Gene_10412,LOC124208283,RNA exonuclease 4-like,1461,2848,4499,1195,1486,788,1000,1084,g2459,2708,2198,1526,544,339,264,513,617,302,FBgn0036405,CG6833,0,
Dpul_Gene_10413,LOC124208285,actin-related protein 10-like,333,1184,3563,1434,1768,497,523,387,g24135,590,760,785,593,564,370,433,453,254,FBgn0031050,Arp10,Actin-related protein 10,
Dpul_Gene_10414,LOC124208286,brachyurin-like,0,0,2,11,66,119,42,5,g24134,0,1,3,0,1,51,28,24,33,FBgn0250815,Jon65Aiv,Jonah 65Aiv,
Dpul_Gene_10415,LOC124208287,uncharacterized protein LOC124208287 isoform X2,1,3,15,82,350,85,77,53,g24683,0,0,1,1,18,157,137,92,61,,,,
Dpul_Gene_10416,LOC124208288,mitochondrial uncoupling protein 4-like,239,1122,2962,1282,4401,1305,884,937,g24139,390,630,608,472,470,712,875,697,527,FBgn0030872,Ucp4A,Ucp4A,
Dpul_Gene_10417,LOC124208290,uncharacterized protein LOC124208290,0,2,33,39,335,362,457,2070,g24124,0,0,0,5,20,119,162,228,251,FBgn0032670,CG5783,0,
Dpul_Gene_10418,LOC124208291,transcription initiation factor IIB-like,894,5439,8964,2895,3950,1391,1300,783,g24131,1037,3986,3607,1862,1370,976,1336,982,612,FBgn0004915,TfIIB,Transcription factor IIB,
Dpul_Gene_10419,LOC124208292,mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51-like isoform X2,133,259,856,401,589,170,191,151,g24130,188,124,123,135,118,184,112,187,110,FBgn0039741,CG7943,0,
Dpul_Gene_10420,LOC124208294,uncharacterized protein LOC124208294,1,4,4545,16377,7365,692,799,646,g24123,8,5,2,3198,15880,2067,923,1651,539,FBgn0039480,Cpr97Ea,Cuticular protein 97Ea,
Dpul_Gene_10421,LOC124208295,stromal cell-derived factor 2-like isoform X1,773,1830,4291,1903,1116,751,1028,1095,g24128,1428,1310,1412,1104,1330,465,472,697,401,FBgn0037312,CG11999,0,
Dpul_Gene_10422,LOC124208297,NADH-cytochrome b5 reductase 3-like,540,2570,6690,3055,5710,1085,1148,1179,g2455,693,1624,1531,1136,932,810,467,727,482,FBgn0036211,CG5946,0,
Dpul_Gene_10423,LOC124208298,ras-related protein ced-10-like,0,0,6,17,40,3,8,0,g24687,1,0,0,7,19,16,77,41,19,FBgn0014380,RhoL,Rho-like,
Dpul_Gene_10424,LOC124208299,cAMP-responsive element-binding protein-like 2,141,583,1820,1282,2986,5788,3450,2176,g24129,257,488,458,409,524,747,3683,1442,1845,FBgn0032202,REPTOR-BP,REPTOR-binding partner,bZIP
Dpul_Gene_10425,LOC124208303,coatomer subunit epsilon-like,497,2153,7596,3144,2111,596,818,600,g2461,1455,1902,1999,1738,1874,838,385,644,214,FBgn0027496,epsilonCOP,Coat Protein (coatomer) epsilon,
Dpul_Gene_10426,LOC124208309,ATP-binding cassette sub-family C member 5-like isoform X1,5,234,785,1772,1498,691,598,2045,g24689,3,48,43,31,149,408,227,498,594,FBgn0032456,MRP,Multidrug-Resistance like Protein 1,
Dpul_Gene_10427,LOC124208310,ATP-binding cassette sub-family C member 5-like,0,13,45,4,17,12,8,6,g24691,1,10,3,0,0,3,5,3,7,FBgn0032456,MRP,Multidrug-Resistance like Protein 1,
Dpul_Gene_10428,LOC124208311,beta-1%2C4-galactosyltransferase 4-like isoform X1,0,2,14,29,13,72,93,25,g24693,0,0,0,18,23,10,11,28,21,FBgn0027538,beta4GalNAcTA,"beta1,4-N-acetylgalactosaminyltransferase A",
Dpul_Gene_10429,LOC124208314,decapping and exoribonuclease protein-like,255,921,2224,790,940,496,445,339,g24695,352,457,415,213,187,180,337,345,280,FBgn0030793,Rai1,Rat1 Interacting Protein 1,
Dpul_Gene_10430,LOC124208315,transmembrane protein 183-like,107,402,718,231,191,138,143,153,g24696,107,143,135,92,73,35,47,77,58,FBgn0033813,fsd,fates-shifted,
Dpul_Gene_10431,LOC124208316,ecdysteroid-regulated 16 kDa protein-like,379,188,1124,930,6716,1919,1398,1687,g24694,484,155,112,298,404,834,484,947,527,FBgn0038198,Npc2b,Niemann-Pick type C-2b,
Dpul_Gene_10432,LOC124208317,double-strand break repair protein MRE11-like,380,1625,2353,534,589,462,439,670,g24697,867,674,548,162,88,69,233,290,294,FBgn0020270,mre11,meiotic recombination 11,
Dpul_Gene_10433,LOC124208318,uncharacterized protein LOC124208318,0,0,0,22,50,63,16,51,g24699,1,1,3,18,84,78,138,107,174,FBgn0028387,chm,chameau,zf-C2HC
Dpul_Gene_10434,LOC124208320,neprilysin-4-like,0,0,325,13199,26073,9950,3534,714,g24702,1,2,2,19,315,5302,3688,1644,4358,FBgn0029843,Nep1,Neprilysin 1,
Dpul_Gene_10435,LOC124208322,ciliogenesis and planar polarity effector 2-like,108,432,1218,400,439,197,156,123,g2460,406,301,280,207,222,133,98,126,70,FBgn0031170,ABCA,ATP binding cassette subfamily A,
Dpul_Gene_10436,LOC124208323,alpha carbonic anhydrase 8-like isoform X2,0,0,5,55,239,8453,12350,6448,g24704,0,0,1,1,29,73,991,4893,3206,FBgn0029697,CG15570,0,
Dpul_Gene_10437,LOC124208324,probable ATP-dependent RNA helicase ddx56,0,0,0,12,116,50,116,10,g24703,0,0,0,1,9,99,116,210,26,FBgn0045759,bin,biniou,Fork_head
Dpul_Gene_10438,LOC124208325,uncharacterized protein LOC124208325,242,7,27,2,13,7,22,955,g24705,485,0,0,0,0,1,1,2,51,FBgn0024889,Kap-alpha1,karyopherin alpha1,
Dpul_Gene_10439,LOC124208327,nuclear receptor-binding protein-like isoform X1,635,2530,6721,3120,6070,1918,1868,1492,g25154,1097,1494,1585,1232,1312,1116,1564,1462,1151,FBgn0027497,Madm,MLF1-adaptor molecule,
Dpul_Gene_10440,LOC124208329,trimeric intracellular cation channel type 1B.1-like isoform X2,497,809,3793,4834,12103,1630,1583,1497,g25153,539,247,247,611,904,3431,2854,2424,1537,FBgn0030745,CG4239,0,
Dpul_Gene_10441,LOC124208330,protein bicaudal D-like,10451,5139,11200,4144,5566,1942,2812,7762,g24777,12699,1303,935,635,699,543,1420,1618,2006,FBgn0000183,BicD,Bicaudal D,
Dpul_Gene_10442,LOC124208331,F-box only protein 21-like,119,406,535,146,233,155,87,96,g24778,144,200,155,70,38,30,91,66,59,FBgn0086906,sls,sallimus,
Dpul_Gene_10443,LOC124208332,adhesive plaque matrix protein-like,0,0,5,0,27,27,111,307,g24779,0,0,0,2,3,20,12,354,166,FBgn0033869,Cpr50Cb,Cuticular protein 50Cb,
Dpul_Gene_10444,LOC124208335,5-hydroxyisourate hydrolase-like,96,166,663,512,783,281,285,282,g2453,323,138,174,259,415,436,158,222,110,FBgn0050016,CG30016,0,
Dpul_Gene_10445,LOC124208336,neurexin-1-like isoform X2,120,118,1875,2831,6051,1861,1618,283,g24193,33,22,20,86,183,249,1968,1245,638,FBgn0038975,Nrx-1,Neurexin 1,
Dpul_Gene_10446,LOC124208337,flotillin-1-like,0,0,462,1218,1315,465,122,146,g24194,0,1,1,18,75,254,124,60,210,FBgn0024754,Flo1,Flotillin 1,
Dpul_Gene_10447,LOC124208346,brain protein I3-like,229,480,1461,611,857,241,225,401,g2458,940,496,468,343,388,333,242,201,146,FBgn0035444,CG12012,0,
Dpul_Gene_10448,LOC124208373,protein flightless-1-like isoform X2,1642,6475,13462,5726,8173,2577,3424,2141,g2244,1308,1387,1300,914,962,813,2072,2412,1750,FBgn0000709,fliI,flightless I,
Dpul_Gene_10449,LOC124208399,neuroglobin-like,0,0,171,267,767,240,237,36,g1169,0,1,1,17,39,50,817,493,263,FBgn0036877,CG9452,0,
Dpul_Gene_10450,LOC124208400,copper-transporting ATPase 1-like,1323,3117,9078,4081,7067,2530,2484,2025,g2241,464,788,590,516,609,631,2508,2227,1894,FBgn0030343,ATP7,ATP7,
Dpul_Gene_10451,LOC124208426,thioredoxin domain-containing protein 17-like,170,759,1997,826,981,484,371,271,g26038,597,551,554,421,442,393,199,214,127,FBgn0000318,cl,clot,
Dpul_Gene_10452,LOC124208428,palmitoyltransferase ZDHHC3-like,140,786,2538,1102,1679,572,482,405,g26045,362,379,409,320,426,292,397,346,246,FBgn0027453,Dnz1,DNZDHHC/NEW1 zinc finger protein 11,
Dpul_Gene_10453,LOC124208429,U6 snRNA phosphodiesterase-like isoform X2,221,592,1355,273,353,198,240,231,g26039,538,416,433,171,161,87,141,169,110,FBgn0037713,CG16790,0,
Dpul_Gene_10454,LOC124208430,uncharacterized protein LOC124208430,1589,4182,6579,2754,5556,4050,2419,2669,g2238,1227,1067,809,381,408,559,3296,1440,1745,FBgn0027532,CG7139,0,
Dpul_Gene_10455,LOC124208431,uncharacterized protein LOC124208431 isoform X2,35,1,83,464,2192,312,319,104,g26046,18,4,3,18,253,356,352,149,29,FBgn0043841,vir-1,virus-induced RNA 1,
Dpul_Gene_10456,LOC124208432,uncharacterized protein LOC124208432 isoform X1,2,5,83,69,126,39,44,13,g26040,2,3,7,29,54,34,47,28,12,,,,
Dpul_Gene_10457,LOC124208434,reticulon-4-interacting protein 1 homolog%2C mitochondrial-like isoform X2,127,582,2766,2029,3934,959,755,509,g26687,193,288,295,358,442,878,1069,703,502,FBgn0031500,CG17221,0,
Dpul_Gene_10458,LOC124208435,methyl farnesoate epoxidase-like,13,144,973,942,4522,260,290,102,g26684,3,24,31,101,96,378,36,106,248,FBgn0036910,Cyp305a1,Cyp305a1,
Dpul_Gene_10459,LOC124208436,eukaryotic translation initiation factor 2 subunit 1-like,2075,7306,11732,3402,3755,808,2108,1761,g26686,4472,6193,5895,2772,1935,968,693,1988,854,FBgn0261609,eIF2alpha,eukaryotic translation initiation factor 2 subunit alpha,
Dpul_Gene_10460,LOC124208437,uncharacterized protein LOC124208437 isoform X2,2,6,91,84,212,53,36,51,g26685,1,6,3,7,16,37,27,23,54,FBgn0003295,ru,roughoid,
Dpul_Gene_10461,LOC124208438,uncharacterized protein LOC124208438 isoform X1,6,14,755,1220,3451,2099,1519,1133,g2242,9,9,9,87,210,499,3144,1500,1473,FBgn0023549,Mct1,Monocarboxylate transporter 1,
Dpul_Gene_10462,LOC124208439,mucin-5AC-like isoform X1,331,2153,11683,5193,9417,2434,3177,1828,g26640,43,255,367,797,670,478,3234,3390,3325,FBgn0038679,CG6040,0,
Dpul_Gene_10463,LOC124208441,polyhomeotic-like protein 2 isoform X3,1711,9385,14488,2632,3082,1754,1525,1120,g27075,2346,3898,3743,2212,2004,1555,4616,3205,1929,FBgn0263351,AP-2mu,"Adaptor Protein complex 2, mu subunit",
Dpul_Gene_10464,LOC124208442,solute carrier family 28 member 3-like,1,1,55,109,280,77,84,22,g27073,1,4,4,4,4,69,125,82,64,,,,
