CON21 Name,A,B,C,D,E,F,G,H,I,Fly Name (ZQ),Fly Description (ZQ),KAP4 Protein,KAP4 Locus,KAP4 Descritpion,C. elegans,Human,Honeybee,Mouse,Zebrafish,Silkworm,Mosquito,Cluster
g15318,22,39,26,30,96,19,32,33,20,Lmpt,Limpet,XP_046463703.1,LOC124209658,uncharacterized protein LOC124209658 isoform X1,,,,,,,,11
g3480,9,16,17,27,29,30,43,42,96,tilB,touch insensitive larva B,XP_046461522.1,LOC124207918,dynein axonemal assembly factor 11-like,,ENSP00000250173.2,XP_003251594.2,ENSMUSP00000023006.7,ENSDARP00000154577.1,XP_004930963.1,XP_001649660.1,2
g22291,0,1,2,31,22,96,39,22,31,,,XP_046459311.1,LOC124205832,putative fatty acyl-CoA reductase CG5065,,,,,,,,3
g19482,0,0,1,4,3,7,96,53,26,,,,,,,,,,,,,1
g22795,1,0,0,0,10,96,2,17,24,CG8630,0,,,,,,,,,,,3
g14301,8,2,1,14,30,42,96,58,39,CG8343,0,,,,,,,,,,,4
g7373,0,0,1,0,0,6,96,10,6,,,,,,,,,,,,,1
g26191,96,49,19,12,8,3,4,7,11,CG2091,0,,,,,,,,,,,10
g20114,0,1,1,0,9,96,50,40,51,Ire1,Inositol-requiring enzyme-1,,,,,,,,,,,3
g26919,11,15,23,29,39,32,95,59,85,Rfx,Rfx,XP_046462627.1,LOC124208803,transcription factor RFX4-like,,ENSP00000376585.1,,ENSMUSP00000051107.7,ENSDARP00000032295.7,,,14
g18319,41,45,41,33,42,47,86,64,95,,,,,,,,,,,,XP_001661759.2,2
g20518,11,39,50,70,95,47,36,40,32,,,,,,,,,,,,,11
g19529,0,0,1,9,8,12,59,32,95,,,,,,,,,,,,,2
g17718,95,78,55,27,16,15,55,89,70,,,,,,Y48E1A.1a.1,,,,,,,5
g17257,0,1,0,0,5,5,28,45,95,,,,,,,,,ENSMUSP00000116064.2,ENSDARP00000127568.1,,,14
g23725,33,44,33,51,57,30,95,76,59,,,,,,ZK909.2l.1,,,,,,,1
g13442,41,27,15,9,5,5,95,75,64,,,,,,,,,,,,,1
g12101,0,0,0,17,95,60,8,37,16,,,,,,,ENSP00000344071.4,,,,,,11
g7176,6,2,2,13,24,46,95,82,73,,,,,,,,,,,,,1
g5980,0,0,0,10,18,73,95,91,36,,,XP_046440827.1,LOC124191573,uncharacterized protein LOC124191573 isoform X2,,,,,,,,4
g24508,33,24,18,11,3,47,22,45,95,,,XP_046461507.1,LOC124207914,nose resistant to fluoxetine protein 6-like,,,,,,,,14
g11567,0,0,0,0,0,10,11,33,95,Nrx-IV,Neurexin IV,XP_046448044.1,LOC124196850,uncharacterized protein LOC124196850,,ENSP00000477698.1,,,,,,14
g18363,0,0,0,1,3,20,33,95,80,,,,,,,,,,,,,2
g20030,11,29,40,11,17,59,95,92,37,,,,,,,,,,ENSDARP00000138638.2,,,14
g18386,0,0,0,0,2,8,95,56,39,,,,,,,,,,,,,4
g25544,94,82,64,35,18,14,69,41,23,,,,,,,,,,,,,5
g7761,36,94,84,58,41,18,27,31,18,CHOp24,CHOp24,,,,,,,,,,,13
g2288,0,0,0,1,3,36,42,82,94,CG14507,0,XP_046437378.1,LOC124188640,basic phospholipase A2 nigroxin B-like,C07E3.9.1,ENSP00000496912.1,,,,,,14
g13669,29,38,25,29,46,13,94,20,22,,,,,,,,,,,,,1
g13328,0,0,0,4,11,28,94,47,35,,,,,,,,,,,,,4
g15380,8,6,4,0,1,4,2,90,94,,,,,,R08F11.4.1,,,,,,,14
g17342,2,3,4,11,22,24,94,46,47,CG3246,0,XP_046452139.1,LOC124200084,uncharacterized protein LOC124200084,,,,,,XP_004924682.1,XP_021707035.1,4
g24073,63,82,85,67,94,79,66,81,64,,,,,,,,,,,,,9
g7430,58,56,53,58,94,49,80,48,38,,,XP_046441392.1,LOC124192235,uncharacterized protein LOC124192235,,ENSP00000513803.1,,,ENSDARP00000055086.4,,,11
g27012,67,41,49,31,17,23,90,94,58,CG14708,0,XP_046462389.1,LOC124208602,uncharacterized protein LOC124208602,,ENSP00000355734.1,,ENSMUSP00000095007.4,,,XP_021700464.1,6
g2446,94,62,65,31,16,8,22,28,27,,,,,,,,,,,,,10
g19879,51,16,1,14,10,94,20,73,43,kis,kismet,XP_046453794.1,LOC124201676,annexin A7-like,,,,,,,,3
g5369,2,5,5,9,14,46,50,49,94,,,XP_046438532.1,LOC124190053,serine/threonine-protein kinase/endoribonuclease IRE1-like,,,,,,,,14
g21296,2,0,0,5,39,12,94,40,8,l(2)k05911,lethal (2) k05911,XP_046457799.1,LOC124204710,proclotting enzyme-like,,,,,,,,4
g6402,0,3,7,6,19,53,94,73,36,Meltrin,Meltrin,XP_046442782.1,LOC124193147,uncharacterized protein LOC124193147,,,,,,XP_004928574.1,,4
g23318,0,2,5,27,94,25,12,24,14,,,XP_046459050.1,LOC124205642,alpha-(1%2C3)-fucosyltransferase C-like,,,,,,,,11
g23255,0,1,1,0,0,1,20,35,94,,,,,,,,,,,,,2
g24468,94,23,3,3,1,0,17,10,8,,,,,,F55C9.5.5,,,,,XP_037871729.1,,6
g5630,10,12,8,4,1,2,44,94,46,,,,,,,,,,,,,1
g22797,0,0,1,2,26,94,16,7,38,,,,,,,,,,,,,3
g3724,1,0,0,1,2,94,8,25,43,Ncc69,sodium chloride cotransporter 69,XP_046456343.1,LOC124203643,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like,Y37A1C.1a.1,,,,,,,3
g2482,0,0,0,0,8,94,14,5,10,CG42272,0,,,,,,,ENSMUSP00000128613.2,,,,3
g355,1,2,1,1,3,15,93,75,32,,,XP_046438591.1,LOC124190082,adenosine receptor A2b-like,T14E8.3b.1,ENSP00000304501.2,,ENSMUSP00000018644.3,,XP_004924179.1,,4
g23050,0,3,6,18,93,76,72,83,36,,,,,,,,,,,,,4
g10338,0,2,5,18,35,25,93,80,57,svp,seven up,XP_046445635.1,LOC124195330,photoreceptor-specific nuclear receptor-like isoform X3,F56E3.4b.1,ENSP00000479254.1,XP_396999.5,,ENSDARP00000152696.1,,XP_021701480.1,14
g15134,9,9,8,18,80,46,90,93,74,,,,,,,ENSP00000466672.1,,,,,,14
g11875,47,30,22,18,17,27,89,93,90,CG11155,0,XP_046448240.1,LOC124197031,ionotropic receptor 93a-like,,,,,,,,1
g13993,0,0,0,4,53,57,68,93,17,,,XP_046449552.1,LOC124197993,uncharacterized protein LOC124197993,,,XP_001122667.2,,,,,4
g3853,0,0,1,0,3,1,65,86,93,,,XP_046439471.1,LOC124190687,uncharacterized protein LOC124190687,,,,,,,,14
g22002,3,5,5,3,3,8,93,43,51,,,,,,Y116F11A.1.2,,,,,,,1
g27060,0,0,0,13,76,89,93,70,33,Burs,Bursicon,XP_046463787.1,LOC124209718,bursicon-like,,,XP_006570932.1,,,XP_037875037.1,XP_021705853.1,4
g14448,0,0,1,1,4,5,19,76,93,pyx,pyrexia,XP_046449154.1,LOC124197664,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like,,,,,,,,2
g19845,20,43,30,12,5,13,67,93,83,,,,,,,,,,,,,14
g5848,0,1,1,23,77,64,93,89,46,,,XP_046438146.1,LOC124189735,MAM and LDL-receptor class A domain-containing protein 1-like,R04B3.1.1,ENSP00000412763.3,XP_006560272.2,ENSMUSP00000092735.4,ENSDARP00000134634.2,,,4
g23956,2,1,1,0,2,38,39,46,93,tok,tolkin,,,,C54C8.7.1,,,,,,,14
g23062,0,1,1,0,0,19,19,39,93,mud,mushroom body defect,XP_046457383.1,LOC124204378,uncharacterized protein LOC124204378,,,,,,,,2
g14854,0,0,0,0,1,0,92,8,4,,,,,,,,,,,,,1
g15084,1,4,5,37,92,61,78,79,33,,,,,,,,,,,,,11
g18106,25,39,29,27,24,22,58,65,92,,,,,,,,,,,,,2
g17818,57,44,32,15,9,12,37,92,41,Miga,Mitoguardin,,,,,ENSP00000400893.1,,,,,,1
g13991,0,3,5,31,56,92,30,29,43,CngA,Cyclic nucleotide-gated ion channel subunit A,XP_046449562.1,LOC124198004,uncharacterized protein LOC124198004,,,,,,,,3
g23747,0,0,1,8,22,92,55,31,42,,,,,,,,,,,,,3
g586,0,0,0,3,2,92,12,63,17,CG13675,0,XP_046437266.1,LOC124188578,uncharacterized protein LOC124188578,,,XP_006571642.2,,,,,3
g16778,0,0,0,4,92,54,1,17,12,,,,,,,,,,,,,11
g26681,2,1,1,8,38,26,92,57,28,stg1,stargazin-like protein,XP_046462766.1,LOC124208943,uncharacterized protein LOC124208943,C18D1.4.1,ENSP00000222212.2,XP_006560237.1,ENSMUSP00000090567.5,ENSDARP00000151916.1,XP_037872755.1,XP_001662901.1,4
g9097,41,92,83,53,19,40,52,56,62,,,,,,,,,,,,,5
g20908,0,0,0,3,14,32,72,92,85,Ire1,Inositol-requiring enzyme-1,XP_046458523.1,LOC124205197,serine/threonine-protein kinase/endoribonuclease IRE1-like isoform X1,,,,,,,,14
g23972,24,35,39,58,58,18,92,83,39,,,,,,,,,,,,,1
g21943,0,0,0,9,17,92,1,39,45,CG1688,0,XP_046458191.1,LOC124204975,proline-rich extensin-like protein EPR1,,,,,,,,3
g19737,19,19,15,39,23,21,91,67,55,,,,,,,,,,,,,1
g2338,0,0,0,2,33,31,91,86,21,GLaz,Glial Lazarillo,XP_046437821.1,LOC124188926,apolipoprotein D-like,,,,,,,,4
g16965,41,25,16,6,5,12,59,66,91,,,,,,,,,,,,,14
g3602,0,0,1,1,3,57,91,42,29,CG1632,0,XP_046458018.1,LOC124204840,collagen alpha-1(XVIII) chain-like,,,,,,,,1
g2052,79,85,91,34,33,42,69,73,89,Tnks,tankyrase,XP_046464601.1,LOC124210524,26S proteasome non-ATPase regulatory subunit 10-like,,,,,,,,5
g12317,56,91,87,40,41,14,59,66,54,,,,,,,,,,,,,5
g20056,83,44,25,7,9,16,24,30,91,,,,,,,,,,,,,2
g2341,0,0,0,20,17,91,6,25,64,,,,,,,,,,,,,3
g8419,0,1,2,1,0,0,2,23,91,CysRS,Cysteinyl-tRNA synthetase,XP_046443422.1,LOC124193572,cysteine--tRNA ligase%2C cytoplasmic-like,,,,,,,,2
g4733,9,19,16,11,14,8,91,68,36,,,,,,,,,,,,,1
g16808,6,4,6,40,91,57,39,27,24,rhea,rhea,XP_046451792.1,LOC124199859,nicotinamide N-methyltransferase-like,B0303.2.2,ENSP00000299964.3,,,ENSDARP00000154320.1,,,11
g22646,0,1,1,9,8,79,91,11,23,GNBP1,Gram-negative bacteria binding protein 1,XP_046456405.1,LOC124203682,beta-1%2C3-glucan-binding protein-like,C42D8.4b.1,,,,,NP_001159614.1,,4
g24662,0,0,0,0,2,0,91,22,12,,,XP_046461348.1,LOC124207774,uncharacterized protein LOC124207774,,,,,,,,1
g22655,12,7,4,24,27,43,89,91,42,,,XP_046456413.1,LOC124203688,uncharacterized protein LOC124203688,,ENSP00000494327.1,,,,,,1
g3431,0,0,0,2,6,91,23,22,49,clumsy,clumsy,XP_046461800.1,LOC124208125,protein lifeguard 1-like isoform X1,,,,,,,,3
g8885,0,1,1,1,5,64,90,41,74,ebi,ebi,XP_046445441.1,LOC124195025,uncharacterized protein LOC124195025 isoform X1,,,,,,,,4
g20753,2,2,0,3,8,16,90,56,45,,,XP_046458694.1,LOC124205348,zinc metalloproteinase nas-14-like,,,,,,,,1
g5501,0,2,3,2,5,7,90,50,59,,,,,,,,,,,,,14
g14264,0,1,3,20,90,11,80,58,21,,,,,,,,,,,,,11
g23380,0,1,0,0,0,1,21,90,80,,,XP_046459141.1,LOC124205700,salivary glue protein Sgs-3-like,,,,ENSMUSP00000098045.3,,,,2
g13598,57,90,86,29,35,33,47,53,73,mbo,members only,XP_046450046.1,LOC124198289,uncharacterized protein LOC124198289 isoform X1,,ENSP00000429487.1,,ENSMUSP00000038820.8,,XP_021202979.2,,5
g10880,89,65,50,47,52,51,90,60,52,,,,,,,,,,,,,6
g23646,2,3,1,2,2,90,52,89,73,Nhe2,Na[+]/H[+] hydrogen exchanger 2,XP_046460391.1,LOC124207131,probable Na(+)/H(+) antiporter nhx-9 isoform X1,,,,,,,,2
g1318,0,0,0,2,7,14,90,56,35,,,,,,,,,,,,,4
g988,26,29,38,25,36,20,27,90,73,SkpD,SKP1-related D,XP_046439492.1,LOC124190672,speedy protein A-like,,ENSP00000335628.5,,ENSMUSP00000118426.2,ENSDARP00000117943.1,,,2
g23360,0,0,0,1,22,36,90,69,27,,,XP_046459101.1,LOC124205676,uncharacterized protein LOC124205676,Y40H7A.2a.1,,,,ENSDARP00000135927.1,,,1
g24949,2,1,1,7,29,34,90,44,21,,,,,,,,,,,,,4
g16403,3,1,0,2,2,14,25,25,90,CG10672,0,XP_046451408.1,LOC124199607,dehydrogenase/reductase SDR family member 4-like 2 isoform X1,,,,,,XP_004926004.1,,14
g10649,1,0,1,1,6,90,52,70,21,ChT,Choline transporter,XP_046446310.1,LOC124195780,high-affinity choline transporter 1-like,,,,,,,,4
g9032,1,1,2,0,12,85,1,26,90,dpy,dumpy,XP_046443678.1,LOC124193760,calphotin-like,,,,,,,,3
g25968,89,73,63,35,20,7,58,52,49,,,,,,,,,,,,,5
g26652,12,22,17,18,63,29,64,89,72,CG4630,0,XP_046464217.1,LOC124210003,solute carrier family 22 member 4-like isoform X1,,,,,,,,14
g9362,4,1,1,2,3,10,89,69,51,Nos,Nitric oxide synthase,,,,,,,,,,,14
g2392,0,1,2,0,2,89,46,37,47,l(3)80Fj,lethal (3) 80Fj,XP_046464371.1,LOC124210099,uncharacterized protein LOC124210099,,ENSP00000488010.2,,ENSMUSP00000143429.2,ENSDARP00000092644.3,,,3
g21953,0,0,0,0,3,89,58,17,17,CG31100,0,XP_046458207.1,LOC124204985,uncharacterized protein LOC124204985 isoform X1,,,,,,,,3
g17397,14,6,3,1,0,6,6,8,89,,,,,,,,,,,,,1
g23819,6,4,3,1,2,2,5,6,89,,,XP_046460795.1,LOC124207401,SEC14-like protein 2 isoform X1,,,,,,,,2
g23993,0,0,0,2,3,89,12,1,3,CG13893,0,XP_046460872.1,LOC124207458,SEC14-like protein 2,,,XP_016766859.1,,,,,3
g6429,0,4,9,61,82,56,89,60,42,CG7742,0,XP_046442814.1,LOC124193175,TBC1 domain family member 19-like,,ENSP00000425569.1,XP_016768600.1,ENSMUSP00000040585.7,ENSDARP00000006223.4,XP_021204736.1,XP_001653336.1,11
g22759,0,0,0,0,1,5,35,74,89,,,XP_046456585.1,LOC124203781,uncharacterized protein LOC124203781,R07G3.3b.1,,,,,,,2
g8470,89,66,60,34,17,20,3,5,12,Slu7,Slu7,XP_046445289.1,LOC124194932,LOW QUALITY PROTEIN: pre-mRNA-splicing factor Slu7-like,K07C5.6.1,ENSP00000297151.4,XP_016772142.1,ENSMUSP00000116609.2,ENSDARP00000112935.1,XP_004930694.1,XP_021694994.1,10
g24203,2,7,14,50,64,30,89,43,24,LanA,Laminin A,XP_046460165.1,LOC124206982,intraflagellar transport protein 81 homolog,F32A6.2.1,ENSP00000242591.5,XP_026297904.1,ENSMUSP00000031426.8,ENSDARP00000015953.7,XP_012552969.2,XP_021693477.1,11
g4772,4,3,3,19,72,89,71,48,23,CG14321,0,XP_046440529.1,LOC124191384,uncharacterized protein LOC124191384,,,XP_006560984.1,,,XP_004927291.1,XP_001650486.2,4
g26575,27,56,89,25,7,13,16,29,46,CG42534,0,XP_046463773.1,LOC124209707,uncharacterized protein LOC124209707,,,,,,,,6
g23706,0,2,4,25,13,55,2,22,89,CG45105,0,XP_046460468.1,LOC124207179,nematocyst expressed protein 4-like,,,,ENSMUSP00000108657.3,,,,3
g18145,0,0,0,4,14,18,88,58,31,CG42340,0,XP_046455926.1,LOC124203260,uncharacterized protein LOC124203260,,,,,,,,1
g23214,39,88,85,17,11,10,29,34,24,,,,,,,,,,,,,13
g17716,11,4,4,5,17,17,88,67,44,CG2839,0,,,,T01B7.6.1,,,,,,,1
g24445,0,0,0,0,1,0,88,43,27,,,,,,,,,,,,,1
g20719,26,47,48,49,44,33,71,88,71,,,,,,,,,,,,,1
g15554,0,0,0,0,0,8,46,88,86,4-Sep,Septin 4,XP_046453649.1,LOC124201197,uncharacterized protein LOC124201197,,,,,,,,14
g4815,88,52,63,67,67,31,62,50,21,,,,,,,,,ENSMUSP00000158686.2,,,,6
g19164,0,0,1,0,4,24,88,77,88,,,,,,,,,,,,,14
g7326,18,33,37,35,29,30,88,65,70,,,,,,,,,,,,,1
g25930,53,76,82,60,57,49,88,73,41,,,XP_046456052.1,LOC124203351,uncharacterized protein LOC124203351 isoform X1,F14D2.13b.1,,,,,,,7
g6529,0,2,3,4,7,33,88,55,54,Mat89Ba,Maternal transcript 89Ba,XP_046442149.1,LOC124192725,uncharacterized protein LOC124192725,,,,,,,,4
g6177,1,2,3,1,5,12,31,78,88,cnc,cap-n-collar,XP_046442491.1,LOC124192942,uncharacterized protein LOC124192942 isoform X3,,,,,,,,14
g3464,0,1,1,1,2,4,33,88,35,,,XP_046462505.1,LOC124208689,protein lifeguard 1-like,,ENSP00000314380.5,,,,,,4
g20108,0,2,5,19,88,2,63,44,5,alpha4GT1,"alpha1,4-galactosyltransferase 1",XP_046458282.1,LOC124205036,lactosylceramide 4-alpha-galactosyltransferase-like,C13F10.2.1,,,,,XP_004934093.4,,11
g19549,1,1,1,4,7,57,5,44,88,,,XP_046456027.1,LOC124203327,neurotrophin 1-like,,,,,,,,3
g23223,3,1,1,3,10,22,33,22,88,,,,,,C07D10.2a.1,,,,,,,2
g6662,88,70,51,25,46,57,65,48,44,tho2,tho2,XP_046441114.1,LOC124192020,luciferin 4-monooxygenase-like,F11A3.1.1,ENSP00000300441.4,,ENSMUSP00000099453.4,,,,6
g20091,84,62,36,17,20,9,32,47,88,,,,,,,,,,,,,6
g6121,1,2,1,1,4,88,58,29,37,CG6830,0,XP_046441294.1,LOC124192156,uncharacterized protein LOC124192156,C29F7.2a.1,,XP_623685.1,,,XP_004933537.1,XP_001648737.2,3
g9194,0,0,0,5,26,88,18,9,17,DAAM,Dishevelled Associated Activator of Morphogenesis,,,,T04A11.10.1,ENSP00000431669.1,XP_026298982.1,,,,,3
g6814,5,1,0,4,14,21,87,63,72,,,,,,,,,,,,,14
g15081,0,0,0,4,27,25,87,68,28,,,,,,,,,,,,,4
g23705,0,2,3,4,13,23,80,42,87,Ank2,Ankyrin 2,XP_046460450.1,LOC124207174,uncharacterized protein LOC124207174,,,XP_026296234.1,,,,,1
g20837,0,0,1,0,1,2,3,1,87,CG33061,0,XP_046458441.1,LOC124205126,uncharacterized protein LOC124205126,,ENSP00000413144.2,,,,,,2
g9008,3,4,3,9,34,29,87,48,43,,,,,,,,XP_397416.4,,,,,4
g20982,0,0,0,1,1,16,51,87,26,,,XP_046458634.1,LOC124205297,ervatamin-B-like,,,,,,,,1
g9895,10,6,4,2,2,5,11,25,87,AIF,Apoptosis inducing factor,XP_046443027.1,LOC124193312,apoptosis-inducing factor 1%2C mitochondrial-like isoform X2,,,,,,,,2
g15116,0,0,0,3,11,20,87,78,83,,,,,,,,,,ENSDARP00000128175.1,,,14
g4982,0,1,1,1,4,45,87,40,31,CG8026,0,XP_046438982.1,LOC124190386,mitochondrial folate transporter/carrier-like isoform X1,K01C8.7a.1,,,,,,,4
g10406,0,0,0,0,0,2,87,51,33,,,,,,,,,,,,,4
g4033,7,1,0,0,0,2,0,22,87,,,,,,,,,,,,,2
g20614,30,87,84,61,52,37,55,77,82,CG5728,0,,,,,,,,,,,7
g23346,0,0,1,26,87,18,35,15,7,S,Star,XP_046459080.1,LOC124205663,protein Star-like,,,,ENSMUSP00000116255.2,,,,11
g1533,0,0,0,1,8,27,6,35,87,Ilk,Integrin linked kinase,XP_046453990.1,LOC124201793,proton channel OtopLc-like,,,,,,XP_037871013.1,XP_021701687.1,2
g18530,87,62,59,20,16,8,12,17,15,,,,,,,,,,,,,10
g6164,48,70,87,78,86,46,58,72,48,Xrcc2,X-ray repair cross complementing 2,XP_046442488.1,LOC124192941,DNA repair protein XRCC2-like,,ENSP00000352271.1,XP_026299123.1,ENSMUSP00000030773.8,ENSDARP00000155837.1,,,9
g22382,26,78,87,86,61,34,32,44,42,CG2794,0,,,,,,,,,,,9
g17696,28,17,10,15,41,87,75,57,86,,,XP_046452774.1,LOC124200550,uncharacterized protein LOC124200550,,,,,,,,1
g23984,0,2,2,0,2,24,47,80,87,,,,,,,,,,,,,14
g11533,39,19,13,8,5,15,17,40,87,,,,,,,,,,,,,2
g16974,7,4,5,4,15,48,86,83,61,,,XP_046452898.1,LOC124200669,putative defense protein Hdd11-like,F23B12.4c.1,,,,,XP_012546644.1,,4
g1726,0,0,1,18,52,42,86,77,34,CG14142,0,XP_046453709.1,LOC124201391,inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B-like,,ENSP00000265299.6,XP_006567483.2,ENSMUSP00000151654.3,ENSDARP00000155481.1,XP_037872084.1,XP_021706357.1,4
g4234,0,0,0,5,16,57,86,26,68,Ire1,Inositol-requiring enzyme-1,,,,,,,,,,,4
g24145,86,76,42,17,5,22,18,30,86,SRPK,SR Protein Kinase,XP_046461985.1,LOC124208264,SRSF protein kinase 1-like isoform X1,,ENSP00000377376.3,,,ENSDARP00000109839.2,,XP_021694407.1,6
g1761,0,0,0,1,16,14,20,68,86,FucTC,"alpha1,3-fucosyltransferase C",XP_046437832.1,LOC124188939,alpha-(1%2C3)-fucosyltransferase C-like,,ENSP00000466016.1,,,,,,2
g12147,22,40,39,30,43,38,86,73,54,,,,,,,,,,,,,1
g24975,68,86,79,34,34,18,59,48,38,,,,,,,,,,,,,8
g16052,2,1,0,7,86,56,53,51,17,,,,,,,,,,,,,11
g7551,0,0,0,6,25,86,63,21,54,CG13155,0,XP_046441152.1,LOC124192052,uncharacterized protein LOC124192052 isoform X4,,,,,,,,3
g20189,2,1,2,2,10,24,69,86,57,,,XP_046457693.1,LOC124204634,trypsin 5G1-like,,,,,,,,14
g12179,2,2,2,2,24,22,58,37,86,Lip3,Lip3,XP_046448621.1,LOC124197294,lipase member K-like,,,,,,,,1
g20239,0,0,1,0,0,56,86,29,72,CG5367,0,XP_046457724.1,LOC124204657,zingipain-2-like isoform X2,,,,,,,,4
g22544,0,0,1,5,11,44,86,40,49,CG15111,0,XP_046457399.1,LOC124204390,lysophosphatidylserine lipase ABHD12-like isoform X1,,,,,,,,4
g9485,69,86,73,35,35,16,45,40,32,,,,,,,,,,,,,8
g1061,3,2,2,1,5,28,67,86,69,SIFaR,SIFamide receptor,XP_046451507.1,LOC124199632,QRFP-like peptide receptor isoform X2,,ENSP00000477548.1,XP_006567173.2,ENSMUSP00000139377.2,ENSDARP00000029101.7,XP_037874604.1,,14
g22903,1,0,0,6,34,40,86,60,30,,,XP_046456769.1,LOC124203920,vascular endothelial growth factor receptor 1-like,,,,,,,,4
g25437,15,44,49,52,86,50,76,67,74,,,XP_046438798.1,LOC124190246,uncharacterized protein LOC124190246,,,,,,,,11
g20192,0,0,1,0,1,15,33,31,86,,,,,,,ENSP00000005180.4,,,,,,2
g8672,0,2,3,3,2,29,86,66,56,,,,,,,,,,,,,14
g24288,4,9,17,38,41,86,51,30,61,RhoL,Rho-like,XP_046461822.1,LOC124208145,ras-like GTP-binding protein RhoL,,,,,,,XP_021710175.1,3
g11516,1,0,0,1,1,15,82,86,67,alpha4GT2,"alpha1,4-galactosyltransferase 2",XP_046448097.1,LOC124196889,lactosylceramide 4-alpha-galactosyltransferase-like,,,,,ENSDARP00000104311.2,XP_021203994.1,,14
g23860,0,0,0,1,12,21,52,59,86,CG8673,0,XP_046460618.1,LOC124207281,lactosylceramide 1%2C3-N-acetyl-beta-D-glucosaminyltransferase-like,,,,,,,,14
g25345,0,1,1,4,2,23,45,42,86,,,,,,C18B2.5a.1,,,,,,,14
g23457,0,1,1,0,23,86,5,37,13,,,XP_046458291.1,LOC124205042,uncharacterized protein LOC124205042,,,,,,,,3
g738,66,30,13,4,9,12,23,35,85,,,,,,,,,,,,,2
g24496,39,25,25,65,85,41,42,40,53,,,,,,,,,,,,,11
g23547,23,35,39,32,40,85,54,30,36,,,,,,F40G9.9.1,,,,,,,3
g4174,16,9,8,22,26,28,66,61,85,Mp,Multiplexin,,,,,,,,,,,14
g11369,8,3,2,8,16,48,85,78,56,loqs,loquacious,XP_046446065.1,LOC124195620,uncharacterized protein LOC124195620 isoform X1,,ENSP00000352676.4,,,,,XP_021710586.1,4
g8493,2,4,2,8,29,85,64,50,24,RYa,RYamide,XP_046443332.1,LOC124193518,uncharacterized protein LOC124193518 isoform X1,,ENSP00000418192.1,XP_003250542.1,,,XP_037873494.1,XP_001655654.1,4
g15151,0,0,0,0,10,13,75,85,31,,,,,,,,,,,,,1
g18213,5,2,3,51,47,75,85,69,18,Tpr2,Tetratricopeptide repeat protein 2,,,,,,,,ENSDARP00000127889.1,,,4
g19614,6,5,6,1,1,41,27,36,85,,,XP_046455579.1,LOC124203047,uncharacterized protein LOC124203047,,,,,,,,14
g23242,0,0,0,1,4,37,12,11,85,,,,,,,,,,,,,2
g7566,39,85,73,16,3,3,22,38,27,,,,,,,,,,,,,5
g26583,85,23,3,2,1,1,5,3,24,,,,,,,,,,,,,6
g21322,3,1,2,1,5,43,9,23,85,,,,,,,,,,,,,2
g18242,0,1,0,0,0,14,6,26,85,Cpr50Cb,Cuticular protein 50Cb,,,,,,,,,,,2
g24449,0,0,0,1,0,1,11,3,84,,,,,,,,,,,,,2
g21163,54,76,54,35,30,20,84,84,50,,,,,,,,XP_006563163.3,,,,,5
g4011,2,3,2,3,5,9,84,36,48,,,,,,,,,,,,,1
g11658,27,22,15,3,3,26,75,84,51,,,XP_046447956.1,LOC124196780,lactosylceramide 1%2C3-N-acetyl-beta-D-glucosaminyltransferase-like,,,,,,,,1
g13928,41,84,78,42,18,41,30,19,45,rdx,roadkill,XP_046449661.1,LOC124198053,uncharacterized protein LOC124198053,ZK858.4a.1,,,,,,,6
g16531,45,70,74,58,50,44,84,65,39,,,XP_046456053.1,LOC124203351,uncharacterized protein LOC124203351 isoform X2,,,,,,,,7
g18037,6,16,25,26,31,12,84,60,72,,,,,,,,,,,XP_037871002.1,,1
g7660,84,69,54,16,9,5,25,21,26,,,,,,Y39G10AR.25.2,,,,,,,10
g26844,9,11,5,5,0,15,84,13,52,,,XP_046463637.1,LOC124209618,cytochrome P450 4C1-like,Y80D3A.5.1,,XP_006559404.1,,,NP_001106223.1,,1
g14359,2,1,2,16,84,10,29,8,5,pug,pugilist,XP_046450333.1,LOC124198517,probable methyltransferase-like protein 24,,,,,,,,11
g12638,1,0,0,1,1,42,84,78,30,,,,,,,,,,,,,4
g1239,30,26,34,55,60,43,84,53,43,Ank,Ankyrin,XP_046448190.1,LOC124196972,ankyrin repeat domain-containing protein 16-like isoform X1,B0350.2e.1,ENSP00000369434.4,XP_016769071.1,ENSMUSP00000052056.6,ENSDARP00000145937.1,,,1
g15799,0,0,0,0,0,0,50,84,35,,,,,,,,,,,,,14
g15810,0,0,0,0,0,0,50,84,35,,,,,,Y49E10.21a.1,,,ENSMUSP00000046788.8,,,,14
g20750,1,1,0,3,7,13,83,51,41,,,,,,,,,,,,,1
g18528,83,82,60,19,6,9,42,73,43,,,,,,,,,,,,,5
g6142,0,1,1,41,83,52,68,39,16,,,XP_046442999.1,LOC124193283,14 kDa fatty acid-binding protein-like,,,,,,,,11
g17023,0,0,0,1,2,49,1,18,83,Ugt50B3,UDP-glycosyltransferase family 50 member B3,XP_046451538.1,LOC124199662,UDP-glycosyltransferase UGT5-like,C13D9.9.1,ENSP00000378019.3,,ENSMUSP00000143605.2,ENSDARP00000111031.1,,,1
